106	119	13
265	311	46
407	414	7
467	477	10
488	498	10
506	539	33
512	539	27
517	539	22
593	682	89
725	733	8
784	813	29
818	832	14
845	867	22
900	906	6
965	978	13
971	978	7
1010	1016	6
1064	1081	17
1071	1081	10
1145	1164	19
1153	1164	11
1193	1221	28
1197	1221	24
1207	1221	14
1225	1237	12
1254	1270	16
1352	1368	16
1380	1390	10
1430	1436	6
1502	1531	29
1604	1625	21
1673	1683	10
1865	1871	6
1976	1983	7
2009	2027	18
2014	2027	13
2017	2027	10
2056	2067	11
2126	2135	9
2455	2481	26
2629	2643	14
2680	2708	28
2683	2708	25
2744	2751	7
2801	2811	10
2825	2855	30
2870	2910	40
2894	2910	16
2957	2980	23
2968	2980	12
2990	3011	21
3022	3028	6
3047	3070	23
3053	3070	17
3104	3117	13
3110	3117	7
3122	3127	5
3206	3225	19
3209	3225	16
3304	3311	7
3374	3384	10
3389	3399	10
3440	3501	61
3449	3501	52
3464	3501	37
3506	3524	18
3511	3524	13
3527	3532	5
3545	3554	9
3611	3648	37
3626	3648	22
3668	3676	8
3779	3787	8
3812	3821	9
3841	3873	32
3947	3960	13
4043	4051	8
4109	4155	46
4130	4155	25
4198	4237	39
4268	4278	10
4349	4365	16
4396	4427	31
4406	4427	21
4429	4449	20
4517	4529	12
4589	4596	7
4606	4613	7
4619	4639	20
4628	4639	11
4660	4667	7
4706	4732	26
4724	4732	8
4904	4917	13
5020	5055	35
5026	5055	29
5033	5055	22
5063	5079	16
5072	5079	7
5102	5117	15
5120	5142	22
5132	5142	10
5135	5142	7
5203	5213	10
5249	5259	10
5268	5284	16
5354	5362	8
5444	5467	23
5458	5467	9
5477	5485	8
5569	5585	16
5575	5585	10
5591	5600	9
5680	5711	31
5683	5711	28
5705	5711	6
5717	5726	9
5858	5907	49
5918	5940	22
6057	6069	12
6080	6085	5
6155	6174	19
6161	6174	13
6242	6258	16
6251	6258	7
6341	6347	6
6370	6379	9
6458	6468	10
6550	6571	21
6560	6571	11
6596	6602	6
6638	6675	37
6686	6723	37
6769	6778	9
6844	6852	8
7024	7033	9
7039	7051	12
7088	7095	7
7209	7216	7
7280	7286	6
7303	7310	7
7357	7371	14
7384	7395	11
7402	7419	17
7411	7419	8
7439	7480	41
7443	7480	37
7454	7480	26
7460	7480	20
7492	7539	47
7495	7539	44
7530	7539	9
7547	7604	57
7568	7604	36
7574	7604	30
7580	7604	24
7664	7681	17
7757	7767	10
7802	7813	11
7880	7904	24
7895	7904	9
7908	7919	11
7957	7973	16
8000	8063	63
8032	8063	31
8039	8063	24
8080	8090	10
8132	8156	24
8147	8156	9
8198	8208	10
8213	8234	21
8223	8234	11
8284	8340	56
8311	8340	29
8363	8391	28
8400	8416	16
8419	8426	7
8493	8502	9
8519	8543	24
8645	8664	19
8650	8664	14
8702	8715	13
8756	8764	8
8772	8802	30
8804	8822	18
8897	8905	8
9018	9027	9
9035	9061	26
9065	9080	15
9074	9080	6
9098	9147	49
9125	9147	22
9133	9147	14
9137	9147	10
9273	9281	8
9287	9292	5
9329	9340	11
9352	9365	13
9438	9451	13
9457	9510	53
9491	9510	19
9523	9530	7
9617	9642	25
9620	9642	22
9649	9690	41
9655	9690	35
9767	9786	19
9829	9835	6
9851	9860	9
9925	9936	11
9980	9985	5
10004	10035	31
10069	10076	7
10102	10116	14
10151	10165	14
10175	10182	7
10198	10213	15
10214	10222	8
10268	10277	9
10297	10306	9
10409	10421	12
10434	10453	19
10441	10453	12
10478	10513	35
10485	10513	28
10514	10519	5
10537	10553	16
10546	10553	7
10568	10582	14
10598	10650	52
10661	10717	56
10694	10717	23
10736	10741	5
10756	10768	12
10769	10802	33
10790	10802	12
10843	10856	13
10874	10898	24
10879	10898	19
10883	10898	15
10919	10925	6
10937	10965	28
10950	10965	15
11061	11118	57
11084	11118	34
11090	11118	28
11110	11118	8
11125	11168	43
11140	11168	28
11143	11168	25
11162	11168	6
11218	11253	35
11227	11253	26
11245	11253	8
11254	11280	26
11259	11280	21
11269	11280	11
11314	11324	10
11318	11324	6
11347	11361	14
11366	11396	30
11369	11396	27
11372	11396	24
11398	11414	16
11402	11414	12
11432	11449	17
11438	11449	11
11461	11478	17
11518	11538	20
11545	11560	15
11602	11614	12
11696	11701	5
11731	11737	6
11771	11783	12
11848	11870	22
11855	11870	15
11934	11958	24
11951	11958	7
11995	12005	10
12025	12122	97
12064	12122	58
12125	12141	16
12155	12181	26
12173	12181	8
12218	12230	12
12245	12283	38
12253	12283	30
12274	12283	9
12289	12317	28
12298	12317	19
12349	12369	20
12358	12369	11
12370	12398	28
12389	12398	9
12392	12398	6
12416	12473	57
12425	12473	48
12475	12493	18
12518	12530	12
12536	12542	6
12572	12588	16
12610	12619	9
12633	12645	12
12689	12710	21
12718	12738	20
12758	12778	20
12764	12778	14
12840	12851	11
12863	12870	7
12985	12992	7
13031	13054	23
13088	13111	23
13153	13170	17
13210	13216	6
13310	13329	19
13337	13358	21
13387	13417	30
13400	13417	17
13432	13457	25
13448	13457	9
13525	13550	25
13555	13582	27
13624	13632	8
13684	13697	13
13735	13740	5
13767	13783	16
13809	13839	30
13825	13839	14
13843	13854	11
13897	13905	8
13900	13905	5
13927	13932	5
14020	14042	22
14025	14042	17
14032	14042	10
14077	14085	8
14089	14094	5
14163	14173	10
14206	14216	10
14257	14262	5
14347	14360	13
14354	14360	6
14380	14389	9
14446	14458	12
14512	14520	8
14560	14598	38
14577	14598	21
14650	14666	16
14698	14703	5
14773	14789	16
14779	14789	10
14797	14802	5
14826	14837	11
14890	14903	13
14905	14921	16
14963	14980	17
14986	14991	5
14994	15009	15
15001	15009	8
15013	15019	6
15040	15047	7
15063	15069	6
15076	15083	7
15135	15156	21
15223	15251	28
15240	15251	11
15262	15294	32
15282	15294	12
15302	15335	33
15315	15335	20
15324	15335	11
15336	15346	10
15409	15427	18
15435	15457	22
15441	15457	16
15460	15484	24
15490	15500	10
15505	15527	22
15547	15559	12
15553	15559	6
15571	15584	13
15595	15606	11
15622	15660	38
15646	15660	14
15667	15684	17
15702	15712	10
15705	15712	7
15721	15746	25
15748	15754	6
15811	15842	31
15819	15842	23
15833	15842	9
15868	15874	6
15891	15915	24
15910	15915	5
15916	15939	23
15973	15980	7
15991	16000	9
16002	16007	5
16033	16045	12
16069	16086	17
16075	16086	11
16114	16149	35
16117	16149	32
16134	16149	15
16143	16149	6
16155	16163	8
16165	16175	10
16201	16263	62
16209	16263	54
16280	16306	26
16310	16342	32
16319	16342	23
16333	16342	9
16378	16418	40
16387	16418	31
16402	16418	16
16411	16418	7
16437	16446	9
16492	16547	55
16523	16547	24
16540	16547	7
16555	16562	7
16568	16575	7
16582	16593	11
16681	16688	7
16733	16762	29
16774	16784	10
16849	16883	34
16855	16883	28
16894	16905	11
16932	16939	7
16972	16982	10
17014	17040	26
17029	17040	11
17055	17067	12
17167	17185	18
17179	17185	6
17186	17200	14
17222	17234	12
17299	17312	13
17317	17323	6
17356	17363	7
17367	17379	12
17380	17385	5
17398	17407	9
17422	17432	10
17520	17528	8
17541	17555	14
17605	17638	33
17645	17675	30
17655	17675	20
17680	17692	12
17683	17692	9
17791	17810	19
17857	17862	5
17863	17872	9
17905	17917	12
17920	17930	10
17961	17995	34
17980	17995	15
18022	18032	10
18046	18058	12
18152	18199	47
18183	18199	16
18207	18228	21
18210	18228	18
18222	18228	6
18238	18260	22
18252	18260	8
18283	18299	16
18293	18299	6
18307	18329	22
18322	18329	7
18409	18435	26
18495	18508	13
18517	18536	19
18543	18559	16
18593	18619	26
18601	18619	18
18621	18630	9
18665	18695	30
18683	18695	12
18709	18723	14
18759	18764	5
18766	18813	47
18776	18813	37
18808	18813	5
18829	18863	34
18835	18863	28
18841	18863	22
18856	18863	7
18864	18869	5
18940	18946	6
18955	19000	45
18981	19000	19
19072	19135	63
19079	19135	56
19090	19135	45
19093	19135	42
19147	19158	11
19174	19189	15
19181	19189	8
19201	19215	14
19282	19315	33
19297	19315	18
19309	19315	6
19391	19431	40
19402	19431	29
19432	19441	9
19498	19516	18
19504	19516	12
19525	19544	19
19536	19544	8
19539	19544	5
19630	19662	32
19642	19662	20
19666	19697	31
19726	19744	18
19735	19744	9
19774	19783	9
19891	19909	18
19929	19934	5
19990	20016	26
20002	20016	14
20026	20048	22
20035	20048	13
20107	20119	12
20167	20185	18
20244	20252	8
20271	20281	10
20275	20281	6
20308	20324	16
20329	20337	8
20430	20451	21
20464	20482	18
20518	20523	5
20607	20641	34
20623	20641	18
20629	20641	12
20688	20697	9
20706	20722	16
20715	20722	7
20746	20764	18
20778	20801	23
20781	20801	20
20785	20801	16
20850	20865	15
20959	20964	5
20974	20982	8
21026	21033	7
21048	21065	17
21070	21090	20
21085	21090	5
21187	21195	8
21207	21216	9
21221	21242	21
21244	21259	15
21250	21259	9
21281	21288	7
21316	21339	23
21322	21339	17
21327	21339	12
21331	21339	8
21396	21406	10
21435	21458	23
21460	21470	10
21465	21470	5
21535	21552	17
21562	21584	22
21743	21750	7
21758	21789	31
21767	21789	22
21782	21789	7
21821	21835	14
21824	21835	11
21935	21945	10
21971	21976	5
22018	22042	24
22070	22117	47
22090	22117	27
22154	22162	8
22358	22369	11
22400	22416	16
22406	22416	10
22421	22432	11
22613	22635	22
22700	22716	16
22724	22729	5
22742	22756	14
22748	22756	8
22775	22791	16
22841	22846	5
23003	23023	20
23045	23061	16
23063	23099	36
23117	23130	13
23172	23182	10
23192	23220	28
23282	23296	14
23328	23373	45
23402	23410	8
23435	23443	8
23483	23536	53
23525	23536	11
23540	23559	19
23571	23584	13
23650	23657	7
23752	23765	13
23779	23787	8
23805	23815	10
23828	23849	21
24050	24063	13
24071	24079	8
24161	24171	10
24166	24171	5
24259	24288	29
24265	24288	23
24281	24288	7
24302	24326	24
24311	24326	15
24410	24458	48
24425	24458	33
24494	24501	7
24581	24588	7
24646	24662	16
24709	24759	50
24734	24759	25
24752	24759	7
24761	24784	23
24809	24826	17
24812	24826	14
24854	24865	11
24890	24903	13
24941	24957	16
24974	24979	5
25049	25057	8
25079	25098	19
25121	25138	17
25142	25148	6
25178	25209	31
25194	25209	15
25200	25209	9
25246	25257	11
25258	25316	58
25270	25316	46
25331	25342	11
25392	25398	6
25404	25412	8
25456	25463	7
25523	25532	9
25595	25603	8
25717	25731	14
25764	25807	43
25787	25807	20
25813	25824	11
25816	25824	8
25909	25928	19
25936	25941	5
